organic_formula,organic_concentration,organic_temperature,organic_soak_time,organic_ph,organic_curing_time,Adhesion,Coverage,Uniformity,Timestamp
30.0,4.2,40.0,140.0,8.5,55.0,1.0,1.0,0.24047157,2026-01-26-04:37:20
30.0,1.8,40.0,160.0,8.0,40.0,1.0,1.0,0.34316623,2026-01-26-04:37:20
21.0,4.5,25.0,280.0,4.0,35.0,0.940436,0.63157547,0.29605415,2026-01-26-04:37:20
8.0,1.8,40.0,160.0,5.5,40.0,0.4749289,0.6816988,0.7553538,2026-01-26-04:38:09
30.0,4.1,40.0,160.0,8.0,40.0,1.0,1.0,0.34316623,2026-01-26-04:38:09
30.0,3.4,40.0,160.0,8.0,40.0,1.0,1.0,0.34316623,2026-01-26-04:38:09
30.0,0.8,40.0,160.0,8.0,15.0,1.0,1.0,0.24613538,2026-01-26-04:38:09
30.0,0.1,40.0,160.0,8.0,40.0,1.0,1.0,0.34316623,2026-01-26-04:38:09
8.0,0.9,25.0,240.0,4.5,40.0,0.34443858,0.82809156,0.729969,2026-01-26-04:38:22
8.0,4.2,35.0,50.0,6.5,40.0,0.8258705,0.33596817,0.72648007,2026-01-26-04:38:22
3.0,1.1,30.0,170.0,5.5,60.0,0.22846211,0.74383175,0.91158605,2026-01-26-04:38:22
19.0,4.0,40.0,30.0,4.5,10.0,0.8321131,0.4943513,0.21419147,2026-01-26-04:38:22
17.0,2.9,25.0,110.0,5.0,15.0,0.68550533,0.60563606,0.40616208,2026-01-26-04:38:22
3.0,2.0,40.0,170.0,5.0,60.0,0.32852906,0.5316109,0.91096157,2026-01-26-04:38:59
3.0,3.5,25.0,290.0,6.0,60.0,0.56221175,0.16084163,0.89706296,2026-01-26-04:38:59
3.0,0.7,35.0,300.0,4.5,60.0,0.033039615,0.8116845,0.89286107,2026-01-26-04:38:59
8.0,1.8,40.0,240.0,6.5,40.0,0.4361781,0.65820783,0.73729855,2026-01-26-04:38:59
3.0,1.1,30.0,30.0,4.0,25.0,0.22385168,0.74230105,0.91105765,2026-01-26-04:38:59
6.0,4.1,40.0,90.0,7.5,45.0,0.8064264,0.34778616,0.8111063,2026-01-26-04:39:28
4.0,1.0,30.0,90.0,4.0,55.0,0.23127459,0.77184635,0.8685404,2026-01-26-04:39:28
6.0,5.0,25.0,110.0,8.0,45.0,1.0,0.33358636,0.81497115,2026-01-26-04:39:28
6.0,4.1,40.0,120.0,10.5,45.0,0.8018948,0.3325176,0.80668426,2026-01-26-04:39:28
8.0,1.8,40.0,140.0,4.5,40.0,0.4632195,0.6746005,0.749898,2026-01-26-04:39:28
10.0,3.4,40.0,210.0,6.0,40.0,0.70522225,0.47659206,0.68152493,2026-01-26-04:39:51
8.0,1.8,30.0,160.0,5.5,40.0,0.4749289,0.6816988,0.7553538,2026-01-26-04:39:51
7.0,4.6,40.0,210.0,8.0,10.0,0.8987929,0.2150573,0.7333327,2026-01-26-04:39:51
10.0,4.2,35.0,290.0,5.0,55.0,0.7974625,0.22763608,0.5766737,2026-01-26-04:39:51
6.0,5.0,35.0,90.0,7.5,45.0,1.0,0.31966653,0.8111063,2026-01-26-04:39:51
8.0,4.2,25.0,240.0,4.5,40.0,0.82809174,0.34443852,0.729969,2026-01-26-04:40:13
5.0,2.7,25.0,250.00002,10.0,50.0,0.47196838,0.4185784,0.8271183,2026-01-26-04:40:13
23.0,1.4,30.0,10.0,9.5,50.0,0.69963926,0.8670392,0.17559238,2026-01-26-04:40:13
23.0,5.0,30.0,210.0,9.5,50.0,1.0,0.7227718,0.3042098,2026-01-26-04:40:13
5.0,1.1,25.0,90.0,10.0,50.0,0.28882247,0.7638728,0.835055,2026-01-26-04:40:13
8.0,2.2,30.0,160.0,5.5,40.0,0.5199432,0.6171674,0.7553538,2026-01-26-04:40:40
6.0,4.4,25.0,90.0,7.5,45.0,0.86994845,0.33221245,0.8111063,2026-01-26-04:40:40
6.0,3.3,25.0,90.0,7.5,45.0,0.6473203,0.4182177,0.8111063,2026-01-26-04:40:40
6.0,2.9,25.0,90.0,7.5,15.0,0.529185,0.4096165,0.7903395,2026-01-26-04:40:40
6.0,0.1,25.0,90.0,7.5,15.0,0.24487118,1.0,0.7903395,2026-01-26-04:40:40
7.0,2.1,40.0,210.0,8.0,10.0,0.36572894,0.5266311,0.7333327,2026-01-26-04:41:09
6.0,0.3,25.0,110.0,8.0,45.0,0.3349556,0.95730275,0.81497115,2026-01-26-04:41:09
6.0,2.5,25.0,110.0,8.0,45.0,0.5212822,0.5363877,0.81497115,2026-01-26-04:41:09
7.0,0.6,35.0,210.0,8.0,10.0,0.21870452,0.87368625,0.7333327,2026-01-26-04:41:09
20.0,2.9,25.0,170.0,8.0,40.0,0.78837126,0.73462594,0.4358691,2026-01-26-04:41:09
6.0,3.9,25.0,110.0,8.0,45.0,0.7698441,0.37459183,0.81497115,2026-01-26-04:41:44
6.0,0.5,30.0,110.0,8.0,45.0,0.33905762,0.9147809,0.81497115,2026-01-26-04:41:44
6.0,4.2,25.0,110.0,8.0,45.0,0.8309613,0.3553815,0.81497115,2026-01-26-04:41:44
8.0,4.5,30.0,160.0,5.5,20.0,0.8943305,0.3463968,0.73619926,2026-01-26-04:41:44
5.0,4.4,30.0,90.0,7.0,55.0,0.8538466,0.24953291,0.8317063,2026-01-26-04:41:44
6.0,4.3,30.0,110.0,8.0,45.0,0.8517092,0.35029474,0.81497115,2026-01-26-04:42:30
6.0,0.2,25.0,110.0,7.5,45.0,0.33631256,0.97871685,0.8156334,2026-01-26-04:42:30
6.0,1.2,25.0,110.0,7.5,45.0,0.3768302,0.7706678,0.8156334,2026-01-26-04:42:30
4.0,0.2,35.0,90.0,5.5,55.0,0.22051637,0.9750035,0.8721445,2026-01-26-04:42:30
8.0,0.6,30.0,160.0,5.5,40.0,0.39385483,0.90200317,0.7553538,2026-01-26-04:42:30
8.0,2.4,30.0,160.0,5.5,40.0,0.54545766,0.5871966,0.7553538,2026-01-26-04:43:08
6.0,4.5,30.0,110.0,7.5,45.0,0.89402115,0.34448308,0.8156334,2026-01-26-04:43:08
6.0,0.7,35.0,110.0,7.5,45.0,0.34821668,0.87306523,0.8156334,2026-01-26-04:43:08
5.0,0.4,30.0,90.0,10.0,50.0,0.2541099,0.9280449,0.835055,2026-01-26-04:43:08
5.0,0.2,30.0,90.0,10.0,50.0,0.25103223,0.9759821,0.835055,2026-01-26-04:43:08
6.0,1.6,30.0,110.0,7.5,45.0,0.41127273,0.6928613,0.8156334,2026-01-26-04:44:02
6.0,2.6,30.0,110.0,7.5,45.0,0.53804696,0.5229955,0.8156334,2026-01-26-04:44:02
8.0,2.6,30.0,160.0,5.5,40.0,0.57284,0.5589221,0.7553538,2026-01-26-04:44:02
8.0,1.6,30.0,160.0,5.5,40.0,0.4556141,0.7159942,0.7553538,2026-01-26-04:44:02
4.0,5.0,35.0,90.0,5.5,55.0,1.0,0.22011569,0.8721445,2026-01-26-04:44:02
6.0,1.4,30.0,110.0,7.5,45.0,0.39280388,0.7312123,0.8156334,2026-01-26-04:44:55
6.0,4.7,30.0,110.0,7.5,45.0,0.9362381,0.33903983,0.8156334,2026-01-26-04:44:55
6.0,1.9,30.0,110.0,7.5,45.0,0.44348553,0.63774925,0.8156334,2026-01-26-04:44:55
1.0,1.4,30.0,160.0,5.5,30.0,0.39561054,0.7324547,1.0,2026-01-26-04:44:55
2.0,1.4,30.0,160.0,5.5,30.0,0.39649692,0.73284703,0.9642164,2026-01-26-04:44:55
1.0,1.3,30.0,160.0,5.5,30.0,0.38734576,0.7519638,1.0,2026-01-26-04:45:52
1.0,1.5,30.0,160.0,5.5,30.0,0.40449628,0.7132206,1.0,2026-01-26-04:45:52
2.0,4.7,30.0,160.0,5.5,30.0,0.93662596,0.3430598,0.9642164,2026-01-26-04:45:52
2.0,1.7,30.0,160.0,5.5,30.0,0.42493844,0.67613137,0.9642164,2026-01-26-04:45:52
1.0,2.3,30.0,160.0,5.5,30.0,0.49671522,0.57154745,1.0,2026-01-26-04:45:52
2.0,2.8,30.0,160.0,5.5,30.0,0.5721758,0.4974533,0.9642164,2026-01-26-04:46:44
2.0,3.8,30.0,160.0,5.5,30.0,0.7523276,0.38824424,0.9642164,2026-01-26-04:46:44
15.999999,3.0,30.0,160.0,7.5,30.0,0.73084915,0.63936234,0.5249387,2026-01-26-04:46:44
2.0,3.2,30.0,160.0,5.5,30.0,0.6399525,0.44687027,0.9642164,2026-01-26-04:46:44
1.0,4.5,30.0,160.0,5.5,30.0,0.89451104,0.3475131,1.0,2026-01-26-04:46:44
1.0,3.0,30.0,160.0,5.5,30.0,0.6046734,0.47029826,1.0,2026-01-26-04:47:43
2.0,3.1,30.0,160.0,5.5,30.0,0.62240887,0.4586945,0.9642164,2026-01-26-04:47:43
1.0,3.6,30.0,160.0,5.5,30.0,0.7132206,0.40449628,1.0,2026-01-26-04:47:43
1.0,3.7,30.0,160.0,5.5,45.0,0.7245995,0.37786525,1.0,2026-01-26-04:47:43
1.0,4.8,30.0,90.0,5.5,30.0,0.9555825,0.30816,1.0,2026-01-26-04:47:43
1.0,4.9,30.0,90.0,5.5,30.0,0.97777987,0.30709183,1.0,2026-01-26-04:48:42
2.0,3.4,30.0,160.0,5.5,30.0,0.6761315,0.42493835,0.9642164,2026-01-26-04:48:42
1.0,3.4,30.0,160.0,5.5,30.0,0.67565584,0.42409375,1.0,2026-01-26-04:48:42
2.0,4.9,30.0,90.0,5.0,30.0,0.9776276,0.30234388,0.9621548,2026-01-26-04:48:42
1.0,4.0,30.0,90.0,5.5,30.0,0.7815468,0.34205347,1.0,2026-01-26-04:48:42
1.0,1.6,30.0,160.0,5.5,30.0,0.413994,0.69428104,1.0,2026-01-26-04:49:39
9.0,4.8,30.0,160.0,5.5,30.0,0.96156627,0.4013621,0.7224704,2026-01-26-04:49:39
28.0,4.8,30.0,160.0,7.5,30.0,0.9954672,0.92939687,0.34947747,2026-01-26-04:49:39
1.0,0.3,30.0,160.0,5.5,30.0,0.3403988,0.9576523,1.0,2026-01-26-04:49:39
2.0,0.1,30.0,160.0,5.5,30.0,0.34001008,1.0,0.9642164,2026-01-26-04:49:39
2.0,4.8,30.0,160.0,5.5,30.0,0.9577144,0.34136602,0.9642164,2026-01-26-04:50:32
5.0,4.8,30.0,90.0,10.0,50.0,0.9519889,0.25218678,0.835055,2026-01-26-04:50:32
26.0,4.8,30.0,160.0,10.5,30.0,0.9904419,0.85112506,0.32226154,2026-01-26-04:50:32
29.0,4.8,30.0,160.0,5.5,30.0,0.99770737,0.96429,0.34001008,2026-01-26-04:50:32
11.0,4.8,30.0,160.0,5.0,30.0,0.963397,0.42987722,0.6562622,2026-01-26-04:50:32
13.0,4.8,30.0,160.0,5.5,30.0,0.9662873,0.47489604,0.6000045,2026-01-26-04:51:32
22.0,4.8,30.0,160.0,5.5,30.0,0.9822187,0.72304064,0.40012965,2026-01-26-04:51:32
27.0,4.8,30.0,160.0,8.0,30.0,0.9931917,0.8939545,0.35181904,2026-01-26-04:51:32
14.0,4.8,30.0,160.0,4.5,30.0,0.9670796,0.48723593,0.5635576,2026-01-26-04:51:32
4.0,4.8,30.0,160.0,5.5,30.0,0.9582102,0.34908798,0.89306873,2026-01-26-04:51:32
6.0,4.8,30.0,110.0,7.5,45.0,0.9574556,0.3373357,0.8156334,2026-01-26-04:52:30
8.0,4.8,30.0,160.0,5.5,40.0,0.96066,0.3872458,0.7553538,2026-01-26-04:52:30
2.0,3.6,30.0,160.0,5.5,30.0,0.71364117,0.40536958,0.9642164,2026-01-26-04:52:30
1.0,2.6,30.0,160.0,5.5,30.0,0.54018223,0.5252003,1.0,2026-01-26-04:52:30
1.0,4.1,30.0,90.0,5.5,30.0,0.8027472,0.33538976,1.0,2026-01-26-04:52:30
9.0,4.3,30.0,160.0,5.5,30.0,0.8665164,0.4151696,0.7224704,2026-01-26-04:53:25
2.0,3.0,30.0,160.0,5.5,30.0,0.60525316,0.47107506,0.9642164,2026-01-26-04:53:25
2.0,0.8,30.0,160.0,5.5,30.0,0.35655743,0.8531385,0.9642164,2026-01-26-04:53:25
1.0,3.8,30.0,160.0,5.5,30.0,0.7519638,0.38734576,1.0,2026-01-26-04:53:25
9.0,4.7,30.0,90.0,5.0,40.0,0.9390801,0.36850002,0.70648074,2026-01-26-04:53:25
2.0,4.6,30.0,160.0,5.5,30.0,0.91560245,0.3454286,0.9642164,2026-01-26-04:54:24
2.0,2.4,30.0,160.0,5.5,30.0,0.51142406,0.5562881,0.9642164,2026-01-26-04:54:24
11.0,4.6,30.0,160.0,5.0,30.0,0.9269442,0.43339378,0.6562622,2026-01-26-04:54:24
2.0,3.7,30.0,160.0,4.5,30.0,0.7275112,0.38444296,0.96350175,2026-01-26-04:54:24
2.0,2.2,30.0,160.0,4.5,30.0,0.47369295,0.58028406,0.96350175,2026-01-26-04:54:24
2.0,2.6,30.0,160.0,5.5,30.0,0.5408566,0.5258966,0.9642164,2026-01-26-04:55:18
2.0,3.9,30.0,160.0,5.5,30.0,0.77206266,0.38062027,0.9642164,2026-01-26-04:55:18
9.0,3.4,30.0,160.0,5.5,30.0,0.7056332,0.47732168,0.7224704,2026-01-26-04:55:18
2.0,2.3,30.0,160.0,5.5,30.0,0.4974533,0.5721758,0.9642164,2026-01-26-04:55:18
1.0,0.5,30.0,160.0,5.5,30.0,0.3444672,0.9154784,1.0,2026-01-26-04:55:18
13.0,4.6,30.0,160.0,5.5,30.0,0.932713,0.47813496,0.6000045,2026-01-26-04:56:12
1.0,3.2,30.0,160.0,5.5,30.0,0.63942367,0.44605786,1.0,2026-01-26-04:56:12
1.0,2.8,30.0,160.0,5.5,30.0,0.57154745,0.49671522,1.0,2026-01-26-04:56:12
2.0,1.6,30.0,160.0,5.5,30.0,0.41485342,0.6947294,0.9642164,2026-01-26-04:56:12
2.0,4.3,30.0,160.0,5.5,30.0,0.85313857,0.35655737,0.9642164,2026-01-26-04:56:12
2.0,0.1,40.0,180.0,6.0,45.0,0.3201436,1.0,0.9631393,2026-01-26-04:57:19
1.0,0.1,40.0,130.0,6.0,45.0,0.31914508,1.0,1.0,2026-01-26-04:57:19
5.0,0.1,40.0,180.0,8.0,45.0,0.3350631,1.0,0.8536363,2026-01-26-04:57:19
2.0,0.1,40.0,80.0,6.0,45.0,0.28174147,1.0,0.9610572,2026-01-26-04:57:19
1.0,0.2,40.0,80.0,6.0,45.0,0.28105617,0.97694486,1.0,2026-01-26-04:57:19
1.0,3.1,30.0,160.0,5.5,30.0,0.6218543,0.45789948,1.0,2026-01-26-04:58:15
11.0,3.4,30.0,160.0,5.0,30.0,0.71965486,0.50221854,0.6562622,2026-01-26-04:58:15
1.0,2.0,30.0,160.0,5.5,30.0,0.45789957,0.62185425,1.0,2026-01-26-04:58:15
8.0,3.4,30.0,160.0,5.5,40.0,0.6986918,0.46499652,0.7553538,2026-01-26-04:58:15
1.0,2.5,30.0,160.0,5.5,30.0,0.52520037,0.5401822,1.0,2026-01-26-04:58:15
1.0,3.3,30.0,160.0,5.5,30.0,0.65736365,0.43478543,1.0,2026-01-26-04:59:14
11.0,0.8,30.0,160.0,4.5,30.0,0.43682367,0.8714587,0.6524338,2026-01-26-04:59:14
1.0,4.6,30.0,160.0,6.0,30.0,0.916006,0.34855884,1.0,2026-01-26-04:59:14
2.0,4.1,30.0,160.0,5.5,30.0,0.8122147,0.36728886,0.9642164,2026-01-26-04:59:14
13.0,3.4,30.0,160.0,5.5,30.0,0.7417918,0.54152507,0.6000045,2026-01-26-04:59:14
1.0,1.9,30.0,160.0,5.5,30.0,0.44605786,0.63942367,1.0,2026-01-26-05:00:11
1.0,2.4,30.0,160.0,5.5,30.0,0.5107064,0.55563647,1.0,2026-01-26-05:00:11
9.0,0.6,30.0,160.0,5.5,30.0,0.4078189,0.90426075,0.7224704,2026-01-26-05:00:11
2.0,1.5,30.0,160.0,5.5,30.0,0.40536958,0.71364117,0.9642164,2026-01-26-05:00:11
1.0,1.7,30.0,160.0,5.5,30.0,0.42409384,0.67565566,1.0,2026-01-26-05:00:11
2.0,0.8,40.0,20.0,6.0,15.0,0.12983519,0.8013906,0.9516078,2026-01-26-05:01:22
6.0,0.1,40.0,20.0,8.0,40.0,0.23222147,1.0,0.7868273,2026-01-26-05:01:22
1.0,0.1,40.0,20.0,5.0,40.0,0.19327614,1.0,1.0,2026-01-26-05:01:22
1.0,1.6,40.0,20.0,6.0,35.0,0.29927263,0.634431,1.0,2026-01-26-05:01:22
7.0,0.8,40.0,20.0,8.0,15.0,0.17417443,0.8115108,0.7145912,2026-01-26-05:01:22
8.0,0.6,35.0,10.0,6.0,30.0,0.24950793,0.8786663,0.6970939,2026-01-26-05:02:21
4.0,1.6,35.0,10.0,6.0,30.0,0.28400114,0.62646383,0.86760414,2026-01-26-05:02:21
1.0,1.4,35.0,10.0,6.0,30.0,0.2516817,0.6687417,1.0,2026-01-26-05:02:21
8.0,0.3,35.0,10.0,3.5,30.0,0.20690382,0.9490816,0.683351,2026-01-26-05:02:21
5.0,0.5,35.0,120.0,9.5,30.0,0.33806604,0.91465306,0.85309124,2026-01-26-05:02:21
1.0,1.1,30.0,130.0,5.5,45.0,0.34991542,0.7841571,1.0,2026-01-26-05:03:19
11.0,1.1,30.0,130.0,4.5,45.0,0.43223485,0.81148905,0.64004964,2026-01-26-05:03:19
1.0,0.9,30.0,130.0,5.5,45.0,0.33742198,0.82625157,1.0,2026-01-26-05:03:19
10.0,0.6,30.0,130.0,5.5,45.0,0.402569,0.903412,0.67914945,2026-01-26-05:03:19
5.0,3.4,30.0,160.0,7.5,45.0,0.67710185,0.4266614,0.85516053,2026-01-26-05:03:19
6.0,1.8,30.0,130.0,8.0,30.0,0.45498422,0.66960824,0.82304376,2026-01-26-05:04:24
1.0,1.8,30.0,180.0,4.5,30.0,0.4195499,0.6481277,1.0,2026-01-26-05:04:24
9.0,2.6,30.0,180.0,5.5,30.0,0.57976687,0.56607467,0.7205326,2026-01-26-05:04:24
6.0,1.3,30.0,130.0,8.0,45.0,0.3919076,0.75381064,0.817852,2026-01-26-05:04:24
2.0,2.5,30.0,180.0,5.5,30.0,0.5225864,0.53765064,0.9639666,2026-01-26-05:04:24
2.0,2.0,30.0,160.0,5.5,45.0,0.44280154,0.61132246,0.96316576,2026-01-26-05:05:25
9.0,2.8,30.0,160.0,5.5,45.0,0.59973,0.52982014,0.71432203,2026-01-26-05:05:25
14.0,4.6,30.0,160.0,4.5,30.0,0.93429416,0.49039873,0.5635576,2026-01-26-05:05:25
10.0,1.2,30.0,160.0,5.5,45.0,0.43587628,0.79239726,0.68131113,2026-01-26-05:05:25
1.0,2.2,30.0,160.0,5.5,45.0,0.46806896,0.57579905,1.0,2026-01-26-05:05:25
11.0,2.6,30.0,160.0,2.5,30.0,0.57058954,0.5565983,0.6286126,2026-01-26-05:06:27
10.0,0.8,30.0,160.0,5.5,30.0,0.4306758,0.8700555,0.6904011,2026-01-26-05:06:27
9.0,4.1,30.0,160.0,5.5,30.0,0.8293204,0.42492357,0.7224704,2026-01-26-05:06:27
15.999999,4.8,30.0,180.0,8.0,45.0,0.9700009,0.53273845,0.5057024,2026-01-26-05:06:27
13.0,4.1,30.0,160.0,5.5,45.0,0.84589016,0.4807527,0.5882604,2026-01-26-05:06:27
5.0,0.6,40.0,120.0,7.5,25.0,0.3415235,0.89354265,0.85317636,2026-01-26-05:07:33
10.0,0.1,40.0,160.0,4.5,25.0,0.38722527,1.0,0.67512745,2026-01-26-05:07:33
1.0,0.6,40.0,50.0,4.5,25.0,0.2317992,0.8758033,1.0,2026-01-26-05:07:33
5.0,1.4,30.0,230.0,9.5,25.0,0.34215498,0.70879155,0.84164417,2026-01-26-05:07:33
1.0,0.6,40.0,120.0,4.5,50.0,0.27428263,0.8826717,1.0,2026-01-26-05:07:33
5.0,1.8,40.0,160.0,7.5,35.0,0.45891497,0.67199105,0.8607229,2026-01-26-05:08:34
5.0,0.5,25.0,40.0,10.5,35.0,0.2357487,0.9014607,0.830383,2026-01-26-05:08:34
10.0,0.5,40.0,40.0,6.0,60.0,0.19943833,0.896779,0.5720557,2026-01-26-05:08:34
6.0,0.8,40.0,160.0,9.5,35.0,0.37277573,0.85684013,0.82137346,2026-01-26-05:08:34
6.0,1.8,40.0,160.0,7.5,35.0,0.46615654,0.67638093,0.8266712,2026-01-26-05:08:34
2.0,1.8,25.0,130.0,5.0,40.0,0.42674202,0.65248764,0.96365386,2026-01-26-05:09:33
5.0,1.6,25.0,130.0,9.0,40.0,0.41869754,0.6967349,0.8556797,2026-01-26-05:09:33
9.0,1.4,25.0,130.0,6.5,50.0,0.41017187,0.7389006,0.70157504,2026-01-26-05:09:33
5.0,2.1,30.0,160.0,9.0,30.0,0.47816193,0.6105421,0.85667175,2026-01-26-05:09:33
5.0,3.0,30.0,160.0,7.5,30.0,0.61777157,0.48784867,0.8593323,2026-01-26-05:09:33
6.0,2.3,30.0,160.0,7.5,45.0,0.50566477,0.5791663,0.8197489,2026-01-26-05:10:34
5.0,2.5,30.0,160.0,7.5,30.0,0.54093176,0.5554171,0.8593323,2026-01-26-05:10:34
5.0,3.1,30.0,160.0,7.5,30.0,0.63438326,0.47586074,0.8593323,2026-01-26-05:10:34
9.0,4.6,30.0,160.0,5.5,30.0,0.9232903,0.4050546,0.7224704,2026-01-26-05:10:34
15.999999,4.6,40.0,160.0,7.5,30.0,0.94245505,0.55369264,0.5249387,2026-01-26-05:10:34
6.0,2.4,30.0,160.0,7.5,45.0,0.51940715,0.56353825,0.8197489,2026-01-26-05:11:37
9.0,1.8,40.0,160.0,4.5,45.0,0.4617182,0.6736904,0.70877886,2026-01-26-05:11:37
6.0,3.4,30.0,160.0,7.5,30.0,0.6905992,0.45062733,0.82494056,2026-01-26-05:11:37
13.0,2.6,30.0,160.0,5.5,30.0,0.6339423,0.6220153,0.6000045,2026-01-26-05:11:37
5.0,3.2,30.0,160.0,7.5,30.0,0.6513706,0.46441147,0.8593323,2026-01-26-05:11:37
5.0,1.2,30.0,120.0,9.0,35.0,0.38638836,0.77418524,0.85607815,2026-01-26-05:12:40
6.0,1.8,40.0,280.0,9.0,45.0,0.33576953,0.5973395,0.7843369,2026-01-26-05:12:40
6.0,0.9,30.0,120.0,9.0,35.0,0.37600487,0.8363692,0.82089084,2026-01-26-05:12:40
11.0,0.1,40.0,120.0,3.0,40.0,0.38685927,1.0,0.63108546,2026-01-26-05:12:40
8.0,1.4,30.0,120.0,5.0,50.0,0.38182962,0.72635436,0.730645,2026-01-26-05:12:40
5.0,1.7,35.0,130.0,7.5,35.0,0.44475254,0.68729043,0.8597307,2026-01-26-05:13:43
8.0,0.1,40.0,290.0,6.5,40.0,0.26206967,1.0,0.7059817,2026-01-26-05:13:43
11.0,1.1,25.0,160.0,2.0,15.0,0.3225403,0.7750679,0.5705058,2026-01-26-05:13:43
5.0,1.5,35.0,130.0,7.5,20.0,0.3746312,0.6988383,0.8472155,2026-01-26-05:13:43
5.0,2.6,35.0,130.0,7.5,35.0,0.5566766,0.5422321,0.8597307,2026-01-26-05:13:43
5.0,2.8,30.0,130.0,7.5,30.0,0.58282155,0.50995845,0.85834026,2026-01-26-05:14:44
6.0,2.1,30.0,130.0,7.5,35.0,0.49613446,0.6239553,0.8254365,2026-01-26-05:14:44
13.0,1.6,30.0,130.0,4.5,30.0,0.52090955,0.7500588,0.58922243,2026-01-26-05:14:44
1.0,2.9,30.0,160.0,5.5,30.0,0.5878987,0.4832412,1.0,2026-01-26-05:14:44
13.0,4.2,30.0,160.0,4.5,30.0,0.8638651,0.48085797,0.5920153,2026-01-26-05:14:44
5.0,2.4,30.0,130.0,7.5,30.0,0.5235815,0.5673292,0.85834026,2026-01-26-05:15:59
6.0,3.0,30.0,160.0,7.5,35.0,0.62661517,0.4996982,0.8266712,2026-01-26-05:15:59
1.0,2.1,30.0,130.0,5.5,30.0,0.46659973,0.601913,1.0,2026-01-26-05:15:59
6.0,2.0,30.0,130.0,7.5,35.0,0.48434052,0.64029825,0.8254365,2026-01-26-05:15:59
5.0,3.3,30.0,130.0,7.5,30.0,0.66637963,0.44965824,0.85834026,2026-01-26-05:15:59
5.0,4.6,30.0,140.0,8.5,40.0,0.91726243,0.35830316,0.8575826,2026-01-26-05:17:07
5.0,5.0,40.0,140.0,8.5,40.0,1.0,0.35299122,0.8575826,2026-01-26-05:17:07
5.0,4.9,40.0,200.0,8.5,40.0,0.9788291,0.33980927,0.85460633,2026-01-26-05:17:07
1.0,4.2,30.0,140.0,5.5,25.0,0.82703215,0.34039795,1.0,2026-01-26-05:17:07
15.999999,4.9,25.0,160.0,8.5,40.0,0.98543125,0.54569227,0.52014655,2026-01-26-05:17:07
5.0,1.1,35.0,180.0,7.5,40.0,0.38921902,0.79720676,0.85834026,2026-01-26-05:18:11
1.0,1.2,30.0,60.0,5.5,40.0,0.31474492,0.74781984,1.0,2026-01-26-05:18:11
6.0,1.1,40.0,130.0,7.5,40.0,0.39739335,0.7999208,0.8237059,2026-01-26-05:18:11
5.0,2.2,40.0,180.0,7.5,40.0,0.49683905,0.5987424,0.85834026,2026-01-26-05:18:11
5.0,0.6,35.0,100.0,7.5,40.0,0.34688494,0.8944095,0.85437185,2026-01-26-05:18:11
5.0,2.3,30.0,130.0,7.5,40.0,0.50995845,0.58282155,0.85834026,2026-01-26-05:19:12
9.0,2.5,30.0,130.0,5.5,40.0,0.5660748,0.5797668,0.7205326,2026-01-26-05:19:12
5.0,2.0,30.0,130.0,7.5,40.0,0.47216415,0.6318046,0.85834026,2026-01-26-05:19:12
5.0,4.1,30.0,160.0,7.5,40.0,0.81816983,0.38735378,0.8593323,2026-01-26-05:19:12
15.999999,4.1,30.0,160.0,7.5,40.0,0.8719621,0.5685977,0.5249387,2026-01-26-05:19:12
